Identifier,Name,Symbol,Region,Country,Sector,Market Cap $US,Cap Tier,Current Price
S2947,SPARK NEW ZEALAND NPV,,Asia Pacific ex Japan,New Zealand,Communication Services,"5,800,000,000.00",Large,38.2
S2948,SPARX GROUP CO.LTD NPV,,Japan,Japan,Financials,"508,000,000.00",Small,11.62
S2949,SPECTRIS ORD GBP0.05,,Western Europe,United Kingdom,Information Technology,"3,900,000,000.00",Large,59.32
S2950,SPEED TECH TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"686,000,000.00",Small,98.91
S2951,SPEEDY HIRE ORD GBP0.05,,Western Europe,United Kingdom,Industrials,"371,300,000.00",Small,95.92
S2952,SPH REIT UNITS,SPHEF,Asia Pacific ex Japan,Singapore,Real Estate,"1,700,000,000.00",Mid,17.51
S2953,SPIE EUR0.47,,Western Europe,France,Industrials,"3,100,000,000.00",Mid,106.01
S2954,SPIN MASTER CORP SUB VTG COM,,Canada,Canada,Consumer Discretionary,"2,200,000,000.00",Mid,66.25
S2955,SPIRENT COMMS ORD GBP0.03333,,Western Europe,United Kingdom,Information Technology,"2,400,000,000.00",Mid,36.53
S2956,SPLITIT PAYMENTS NPV,,"Central and Eastern Europe, Middle East and Africa",Israel,Information Technology,"372,100,000.00",Small,104.79
S2957,SPORTON INTERNATIO TWD10,,Asia Pacific ex Japan,Taiwan,Industrials,"781,400,000.00",Small,77.19
S2958,SPROTT INC COM NEW,,Canada,Canada,Financials,"869,600,000.00",Small,15.55
S2959,SQUARE-ENIX HOLDIN NPV,,Japan,Japan,Communication Services,"7,800,000,000.00",Large,22.17
S2960,SSAB AB SER'A'NPV,,Western Europe,Sweden,Materials,"3,500,000,000.00",Mid,91.33
S2961,SSE PLC GBP0.50,,Western Europe,United Kingdom,Utilities,"17,600,000,000.00",Large,50.04
S2962,SSP GROUP PLC ORD GBP0.01085,SSPG:XLON,Western Europe,United Kingdom,Consumer Discretionary,"1,500,000,000.00",Mid,87.66
S2963,SSR MNG INC COM,,Canada,Canada,Materials,"4,200,000,000.00",Large,44.39
S2964,ST BARBARA LIMITED NPV,,Asia Pacific ex Japan,Australia,Materials,"1,600,000,000.00",Mid,66.34
S2965,ST GALLER KTBK AG CHF80 (REGD),SGKBF,Western Europe,Switzerland,Financials,"2,600,000,000.00",Mid,94.18
S2966,ST JAMES'S PLACE ORD GBP0.15,,Western Europe,United Kingdom,Financials,"6,800,000,000.00",Large,16.67
S2967,ST SHINE OPTICAL TWD10,STSHF,Asia Pacific ex Japan,Taiwan,Health Care,"488,000,000.00",Small,103.15
S2968,ST.MODWEN PROPS ORD GBP0.10,,Western Europe,United Kingdom,Real Estate,"964,800,000.00",Small,44.41
S2969,STABILUS S.A. EUR0.01,,Western Europe,Germany,Industrials,"1,500,000,000.00",Mid,23.55
S2970,STANDARD BK GR LTD ZAR0.1,,"Central and Eastern Europe, Middle East and Africa",South Africa,Financials,"10,600,000,000.00",Large,25.67
S2971,STANDARD CHART PLC ORD USD0.50,,Western Europe,United Kingdom,Financials,"15,500,000,000.00",Large,39.93
S2972,STANDARD FOODS COR TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Staples,"2,000,000,000.00",Mid,89.43
S2973,STANLEY ELECTRIC NPV,,Japan,Japan,Consumer Discretionary,"5,100,000,000.00",Large,40.37
S2974,STANTEC INC COM,,Canada,Canada,Industrials,"3,400,000,000.00",Mid,75.28
S2975,STAR ASIA INVESTME REIT,,Japan,Japan,Real Estate,"731,700,000.00",Small,46.65
S2976,STAR MICRONICS CO NPV,7718:XTKS,Japan,Japan,Industrials,"623,000,000.00",Small,34.54
S2977,STARHILL GLOBAL NPV (REIT),SGLMF,Asia Pacific ex Japan,Singapore,Real Estate,"713,800,000.00",Small,86.41
S2978,STARHUB LTD NPV,,Asia Pacific ex Japan,Singapore,Communication Services,"1,600,000,000.00",Mid,21.92
S2979,STARPHARMA HLD LTD NPV,,Asia Pacific ex Japan,Australia,Health Care,"441,800,000.00",Small,41.34
S2980,STARTS CORPORATION NPV,8850:XTKS,Japan,Japan,Real Estate,"1,300,000,000.00",Mid,59.01
S2981,STARTS PROCEED INV REIT,8979:XTKS,Japan,Japan,Real Estate,"492,600,000.00",Small,94.02
S2982,STARZEN CO LTD NPV,8043:XTKS,Japan,Japan,Consumer Staples,"370,200,000.00",Small,10.61
S2983,STATASYS LTD ORD,,"Central and Eastern Europe, Middle East and Africa",Israel,Information Technology,"809,000,000.00",Small,71.13
S2984,STD LIFE ABERDEEN ORD GBP0.1396825396,,Western Europe,United Kingdom,Financials,"7,200,000,000.00",Large,88.43
S2985,STEADFAST GROUP LI NPV,,Asia Pacific ex Japan,Australia,Financials,"2,100,000,000.00",Mid,85.97
S2986,STELCO HLDGS INC COM,STZHF,Canada,Canada,Materials,"863,500,000.00",Small,102.94
S2987,STELLA CHEMIFA NPV,,Japan,Japan,Materials,"371,900,000.00",Small,58.6
S2988,STELLA INTL HLDG HKD0.1,,Asia Pacific ex Japan,Hong Kong,Consumer Discretionary,"786,600,000.00",Small,40.23
S2989,STELLA JONES INC COM,STLJF,Canada,Canada,Materials,"2,400,000,000.00",Mid,81.08
S2990,STHREE ORD GBP0.01,,Western Europe,United Kingdom,Industrials,"453,400,000.00",Small,10.99
S2991,STILLFRONT GP AB NPV,STLFF,Western Europe,Sweden,Communication Services,"4,400,000,000.00",Large,96.45
S2992,STMICROELECTRONICS EUR1.04,,Western Europe,Italy,Information Technology,"31,400,000,000.00",Large,73.68
S2993,STOCK SPIRITS GROU ORD GBP0.10,,Western Europe,United Kingdom,Consumer Staples,"565,000,000.00",Small,61.27
S2994,STOLT-NIELSEN LTD USD1,,Western Europe,Norway,Industrials,"654,700,000.00",Small,8.71
S2995,STORA ENSO OYJ SER'R'NPV,,Western Europe,Finland,Materials,"15,500,000,000.00",Large,47.35
S2996,STOREBRAND ASA SER'A'NOK5,,Western Europe,Norway,Financials,"2,700,000,000.00",Mid,40.53
S2997,STORYTEL SER'B'NPV,STRYF,Western Europe,Sweden,Communication Services,"1,700,000,000.00",Mid,75.51
S2998,STRABAG SE NPV (BR),STBBF,Western Europe,Austria,Industrials,"3,400,000,000.00",Mid,80.45
S2999,STRAUMANN HLDG CHF0.10 (REGD),,Western Europe,Switzerland,Health Care,"17,500,000,000.00",Large,106.61
S3000,STRAUSS GROUP LTD ILS1(SER'A'),SGLJF,"Central and Eastern Europe, Middle East and Africa",Israel,Consumer Staples,"3,400,000,000.00",Mid,19.9
S3001,STROEER SE&CO KGAA NPV,SOTDF,Western Europe,Germany,Communication Services,"4,700,000,000.00",Large,29.96
S3002,SUBARU CORPORATION NPV,,Japan,Japan,Consumer Discretionary,"15,200,000,000.00",Large,35.16
S3003,SUBSEA 7 S.A. COM USD2,,Western Europe,Norway,Energy,"2,400,000,000.00",Mid,38.95
S3004,SUEDZUCKER AG NPV,,Western Europe,Germany,Consumer Staples,"3,500,000,000.00",Mid,60.47
S3005,SUESS MICROTEC SE NPV,SESMF,Western Europe,Germany,Information Technology,"359,900,000.00",Small,36.12
S3006,SUEZ EUR4,,Western Europe,France,Utilities,"11,800,000,000.00",Large,42.66
S3007,SUGI HOLDINGS NPV,,Japan,Japan,Consumer Staples,"4,400,000,000.00",Large,19.86
S3008,SULZER AG CHF0.01 (REGD),SULZF,Western Europe,Switzerland,Industrials,"3,000,000,000.00",Mid,90.61
S3009,SUMCO CORPORATION NPV,,Japan,Japan,Information Technology,"4,300,000,000.00",Large,36.61
S3010,SUMITOMO BAKELITE NPV,4203:XTKS,Japan,Japan,Materials,"1,400,000,000.00",Mid,94.44
S3011,SUMITOMO CHEM CO NPV,,Japan,Japan,Materials,"5,700,000,000.00",Large,103.44
S3012,SUMITOMO CORP NPV,,Japan,Japan,Industrials,"14,900,000,000.00",Large,90
S3013,SUMITOMO DAINIPPON NPV,,Japan,Japan,Health Care,"5,000,000,000.00",Large,102.67
S3014,SUMITOMO ELECTRIC NPV,,Japan,Japan,Consumer Discretionary,"9,100,000,000.00",Large,46.47
S3015,SUMITOMO FORESTRY NPV,,Japan,Japan,Consumer Discretionary,"2,900,000,000.00",Mid,80.79
S3016,SUMITOMO HEAVY IND NPV,,Japan,Japan,Industrials,"2,800,000,000.00",Mid,97.19
S3017,SUMITOMO METAL MNG NPV,,Japan,Japan,Materials,"9,200,000,000.00",Large,80.41
S3018,SUMITOMO MITSUI CO NPV,,Japan,Japan,Industrials,"685,500,000.00",Small,50.7
S3019,SUMITOMO MITSUI FG NPV,,Japan,Japan,Financials,"39,000,000,000.00",Large,71.5
S3020,SUMITOMO MITSUI TR NPV,,Japan,Japan,Financials,"10,100,000,000.00",Large,47.4
S3021,SUMITOMO OSAKA CEM NPV,,Japan,Japan,Materials,"1,300,000,000.00",Mid,42.76
S3022,SUMITOMO RIKO CO L NPV,5191:XTKS,Japan,Japan,Consumer Discretionary,"556,600,000.00",Small,31.8
S3023,SUMITOMO RLTY&DEV NPV,,Japan,Japan,Real Estate,"13,400,000,000.00",Large,84.19
S3024,SUMITOMO RUBBER NPV,,Japan,Japan,Consumer Discretionary,"2,400,000,000.00",Mid,14.83
S3025,SUMITOMO WAREHOUSE NPV,,Japan,Japan,Industrials,"1,100,000,000.00",Mid,15.35
S3026,SUMMARECON AGUNG IDR100,PSAHF,Asia Pacific ex Japan,Indonesia,Real Estate,"579,000,000.00",Small,10.84
S3027,SUMMERSET GROUP HO NPV,SMGRF,Asia Pacific ex Japan,New Zealand,Health Care,"1,500,000,000.00",Mid,45.25
S3028,SUMMIT INDL INCOME REIT TR UNIT NEW,SMMCF,Canada,Canada,Real Estate,"1,500,000,000.00",Mid,66.19
S3029,SUN FRONTIER FUDOS NPV,,Japan,Japan,Real Estate,"417,800,000.00",Small,14.72
S3030,SUN HUNG KAI CO NPV,,Asia Pacific ex Japan,Hong Kong,Financials,"794,200,000.00",Small,92.78
S3031,SUN HUNG KAI PROP NPV,,Asia Pacific ex Japan,Hong Kong,Real Estate,"36,800,000,000.00",Large,89.5
S3032,SUN LIFE FINANCIAL INC. COM,,Canada,Canada,Financials,"24,800,000,000.00",Large,91.6
S3033,SUNCOR ENERGY INC NEW COM,,Canada,Canada,Energy,"19,600,000,000.00",Large,20.4
S3034,SUNCORP GROUP LTD NPV,SUN:XASX,Asia Pacific ex Japan,Australia,Financials,"8,100,000,000.00",Large,85.47
S3035,SUNCORPORATION NPV,,Japan,Japan,Information Technology,"478,400,000.00",Small,42.08
S3036,SUNDRUG CO LTD NPV,,Japan,Japan,Consumer Staples,"4,600,000,000.00",Large,57.44
S3037,SUNEVISION HLDGS HKD0.10,,Asia Pacific ex Japan,Hong Kong,Information Technology,"2,100,000,000.00",Mid,57.15
S3038,SUNLIGHT REAL EST NPV REIT,,Asia Pacific ex Japan,Hong Kong,Real Estate,"741,700,000.00",Small,80.24
S3039,SUNOPTA INC COM,,Canada,Canada,Consumer Staples,"705,300,000.00",Small,62.9
S3040,SUNRISE COMMUNI AG CHF1 (REGD),SNMMF,Western Europe,Switzerland,Communication Services,"5,400,000,000.00",Large,29.85
S3041,SUNTEC REIT NPV (REIT),SURVF,Asia Pacific ex Japan,Singapore,Real Estate,"3,000,000,000.00",Mid,28.2
S3042,SUNTORY BEVERAGE & NPV,,Japan,Japan,Consumer Staples,"11,700,000,000.00",Large,83.11
S3043,SUNWAY BHD NPV,,Asia Pacific ex Japan,Malaysia,Real Estate,"1,700,000,000.00",Mid,42.2
S3044,SUPER RETAIL GROUP NPV,,Asia Pacific ex Japan,Australia,Consumer Discretionary,"1,900,000,000.00",Mid,81.03
S3045,SUPERIOR PLUS CORP COM,SUUIF,Canada,Canada,Utilities,"1,700,000,000.00",Mid,103.57
S3046,SUPERMARKET INCOME ORD GBP0.01,SUPR:XLON,Western Europe,United Kingdom,Real Estate,"916,700,000.00",Small,34.54
S3047,SUPERMAX CORP NPV,SPMXF,Asia Pacific ex Japan,Malaysia,Health Care,"6,300,000,000.00",Large,76.26
S3048,SURUGA BANK NPV,,Japan,Japan,Financials,"826,500,000.00",Small,95.35
S3049,SUSHIRO GLOBAL HLD NPV,,Japan,Japan,Consumer Discretionary,"3,200,000,000.00",Mid,69.3
S3050,SUZUKEN CO LTD NPV,,Japan,Japan,Health Care,"3,900,000,000.00",Large,35.79
S3051,SUZUKI MOTOR CORP NPV,,Japan,Japan,Consumer Discretionary,"22,600,000,000.00",Large,38.14
S3052,SVENSKA CELLULOSA SER'B'NPV,,Western Europe,Sweden,Materials,"10,000,000,000.00",Large,75.16
S3053,SVENSKA HANDELSBKN SER'A'NPV,,Western Europe,Sweden,Financials,"17,100,000,000.00",Large,9.82
S3054,SWATCH GROUP CHF2.25(BR),,Western Europe,Switzerland,Consumer Discretionary,"12,400,000,000.00",Large,35.36
S3055,SWECO AB SER'B'NPV,,Western Europe,Sweden,Industrials,"6,900,000,000.00",Large,69.2
S3056,SWEDBANK AB SER'A'NPV,,Western Europe,Sweden,Financials,"18,500,000,000.00",Large,104.28
S3057,SWEDISH MATCH NPV,,Western Europe,Sweden,Consumer Staples,"13,200,000,000.00",Large,16.84
S3058,SWEDISH ORPHAN BIO NPV,,Western Europe,Sweden,Health Care,"6,200,000,000.00",Large,53.24
S3059,SWIRE PACIFIC 'A' NPV,,Asia Pacific ex Japan,Hong Kong,Real Estate,"7,000,000,000.00",Large,79.33
S3060,SWIRE PROPERTIES L NPV,,Asia Pacific ex Japan,Hong Kong,Real Estate,"15,800,000,000.00",Large,80.75
S3061,SWISS LIFE HLDG CHF0.1 (REGD),,Western Europe,Switzerland,Financials,"12,500,000,000.00",Large,15.15
S3062,SWISS NATIONAL BK CHF250 (REGD),SWZNF,Western Europe,Switzerland,Financials,"527,300,000.00",Small,89.74
S3063,SWISS PRIME SITE CHF15.30 (REGD),SWPRF,Western Europe,Switzerland,Real Estate,"7,000,000,000.00",Large,14.45
S3064,SWISS RE AG CHF0.10,,Western Europe,Switzerland,Financials,"24,600,000,000.00",Large,81.48
S3065,SWISS STEEL HOLDIN CHF0.15 (REGD),,Western Europe,Switzerland,Materials,"414,900,000.00",Small,22.72
S3066,SWISSCOM AG CHF1(REGD),,Western Europe,Switzerland,Communication Services,"28,100,000,000.00",Large,64.25
S3067,SWISSQUOTE GP HLDG CHF0.20 (REGD),,Western Europe,Switzerland,Financials,"1,500,000,000.00",Mid,15.28
S3068,SYARIKAT TAKAFUL MYR0.20,,Asia Pacific ex Japan,Malaysia,Financials,"987,400,000.00",Small,50.34
S3069,SYDBANK DKK10,SYANF,Western Europe,Denmark,Financials,"1,000,000,000.00",Mid,72.66
S3070,SYMRISE AG NPV (BR),,Western Europe,Germany,Materials,"18,800,000,000.00",Large,75.86
S3071,SYNLAIT MILK LTD NPV,SMLKF,Asia Pacific ex Japan,New Zealand,Consumer Staples,"670,500,000.00",Small,55.99
S3072,SYNNEX TECH INTL TWD10,SYXTF,Asia Pacific ex Japan,Taiwan,Information Technology,"2,400,000,000.00",Mid,53.18
S3073,SYNTHOMER PLC ORD GBP0.10,,Western Europe,United Kingdom,Materials,"1,800,000,000.00",Mid,89.18
S3074,SYSMEX CORP NPV,,Japan,Japan,Health Care,"20,300,000,000.00",Large,93.46
S3075,T&D HOLDINGS INC NPV,,Japan,Japan,Financials,"6,500,000,000.00",Large,52.34
S3076,T-GAIA CORPORATION NPV,3738:XTKS,Japan,Japan,Consumer Discretionary,"1,000,000,000.00",Mid,48.72
S3077,T.HASEGAWA CO NPV,,Japan,Japan,Materials,"859,000,000.00",Small,102.47
S3078,TA CHEN STAINLESS TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"1,200,000,000.00",Mid,65.06
S3079,TABCORP HOLDINGS L NPV,,Asia Pacific ex Japan,Australia,Consumer Discretionary,"5,700,000,000.00",Large,105.54
S3080,TACHIBANA ELETECH NPV,,Japan,Japan,Information Technology,"440,400,000.00",Small,33.82
S3081,TADANO LTD NPV,,Japan,Japan,Industrials,"1,100,000,000.00",Mid,40.44
S3082,TADIRAN HOLDINGS L ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Consumer Discretionary,"549,600,000.00",Small,40.66
S3083,TAG IMMOBILIEN AG NPV,TAGOF,Western Europe,Germany,Real Estate,"4,600,000,000.00",Large,69.38
S3084,TAICHUNG COMM BANK TWD10,,Asia Pacific ex Japan,Taiwan,Financials,"1,500,000,000.00",Mid,107.15
S3085,TAIFLEX SCIENTIFIC TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"372,700,000.00",Small,64.81
S3086,TAIHEI DENGYO NPV,1968:XTKS,Japan,Japan,Industrials,"438,600,000.00",Small,72.26
S3087,TAIHEIYO CEMENT NPV,,Japan,Japan,Materials,"3,300,000,000.00",Mid,14.49
S3088,TAIKISHA LTD NPV,,Japan,Japan,Industrials,"966,700,000.00",Small,55.17
S3089,TAIKO PHARMACEUTIC NPV,4574:XTKS,Japan,Japan,Health Care,"885,400,000.00",Small,85.77
S3090,TAIMED BIOLOGICS I TWD10,,Asia Pacific ex Japan,Taiwan,Health Care,"794,100,000.00",Small,104.96
S3091,TAINAN SPINNING TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"680,300,000.00",Small,92.35
S3092,TAISEI CORP NPV,,Japan,Japan,Industrials,"7,700,000,000.00",Large,19.83
S3093,TAISHIN FINANCIAL TWD10,TSHFF,Asia Pacific ex Japan,Taiwan,Financials,"6,400,000,000.00",Large,61.3
S3094,TAISHO PHARM H NPV,,Japan,Japan,Health Care,"5,500,000,000.00",Large,13.73
S3095,TAIWAN BUSINESS BK TWD10,TWBBF,Asia Pacific ex Japan,Taiwan,Financials,"2,600,000,000.00",Mid,18.77
S3096,TAIWAN CEMENT TWD10,TGBMF,Asia Pacific ex Japan,Taiwan,Materials,"8,600,000,000.00",Large,21.49
S3097,TAIWAN COGENERATIO TWD10,,Asia Pacific ex Japan,Taiwan,Utilities,"786,300,000.00",Small,39.01
S3098,TAIWAN FAMILYMART TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Staples,"2,100,000,000.00",Mid,82.25
S3099,TAIWAN FERTILIZER TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"1,700,000,000.00",Mid,102.79
S3100,TAIWAN GLASS IND TWD10,,Asia Pacific ex Japan,Taiwan,Industrials,"1,300,000,000.00",Mid,46.8
S3101,TAIWAN HI SPD RAIL TWD10,,Asia Pacific ex Japan,Taiwan,Industrials,"6,100,000,000.00",Large,101.69
S3102,TAIWAN HON CHUAN E TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"568,200,000.00",Small,100.9
S3103,TAIWAN MOBILE CO TWD10,,Asia Pacific ex Japan,Taiwan,Communication Services,"11,900,000,000.00",Large,68.68
S3104,TAIWAN SECOM CO TWD10,,Asia Pacific ex Japan,Taiwan,Industrials,"1,400,000,000.00",Mid,75.9
S3105,TAIWAN SEMICON MAN TWD10,TSM,Asia Pacific ex Japan,Taiwan,Information Technology,"410,500,000,000.00",Large,73.15
S3106,TAIWAN SHIN KONG S TWD10,,Asia Pacific ex Japan,Taiwan,Industrials,"494,900,000.00",Small,38.1
S3107,TAIWAN SURFACE MOU TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"1,100,000,000.00",Mid,99.67
S3108,TAIYO HLDG CO LTD NPV,4626:XTKS,Japan,Japan,Materials,"1,500,000,000.00",Mid,30.21
S3109,TAIYO YUDEN CO LTD NPV,,Japan,Japan,Information Technology,"4,400,000,000.00",Large,76.79
S3110,TAKAMATSU CONSTRUC NPV,1762:XTKS,Japan,Japan,Industrials,"835,000,000.00",Small,33.42
S3111,TAKARA BIO INC NPV,,Japan,Japan,Health Care,"3,300,000,000.00",Mid,50.06
S3112,TAKARA HOLDINGS NPV,,Japan,Japan,Consumer Staples,"2,100,000,000.00",Mid,11.21
S3113,TAKARA LEBEN REAL REIT,3492:XTKS,Japan,Japan,Real Estate,"393,300,000.00",Small,40.93
S3114,TAKARA STANDARD CO NPV,7981:XTKS,Japan,Japan,Industrials,"1,000,000,000.00",Mid,106.78
S3115,TAKASAGO INTL CORP NPV,,Japan,Japan,Materials,"429,400,000.00",Small,98.36
S3116,TAKEDA PHARMACEUTI NPV,,Japan,Japan,Health Care,"55,400,000,000.00",Large,45.41
S3117,TAKEUCHI MFG CO NPV,,Japan,Japan,Industrials,"1,100,000,000.00",Mid,62.27
S3118,TAKKT AG NPV,TAUKF,Western Europe,Germany,Consumer Discretionary,"830,200,000.00",Small,28.82
S3119,TAKUMA CO LTD NPV,,Japan,Japan,Industrials,"1,300,000,000.00",Mid,95.42
S3120,TALANX AG NPV,TNXXF,Western Europe,Germany,Financials,"8,500,000,000.00",Large,34.7
S3121,TALENOM OYJ NPV,TNOM:XHEL,Western Europe,Finland,Industrials,"513,600,000.00",Small,105.32
S3122,TALGO SA EUR0.301,TLLGF,Western Europe,Spain,Industrials,"540,700,000.00",Small,29.66
S3123,TALIWORKS CORP MYR0.20,,Asia Pacific ex Japan,Malaysia,Utilities,"414,100,000.00",Small,63.74
S3124,TALK TALK TELECOM ORD GBP0.001,,Western Europe,United Kingdom,Communication Services,"1,500,000,000.00",Mid,61.59
S3125,TAMBURI INVESTMENT NPV,TIP:MTAA,Western Europe,Italy,Financials,"1,300,000,000.00",Mid,29.49
S3126,TANVEX BIOPHARMA I TWD10,TANVF,Asia Pacific ex Japan,Taiwan,Health Care,"376,800,000.00",Small,45.45
S3127,TARKETT EUR5,,Western Europe,France,Industrials,"965,900,000.00",Small,103.65
S3128,TARO PHARMACEUTICAL INDS LTD SHS,,"Central and Eastern Europe, Middle East and Africa",Israel,Health Care,"2,200,000,000.00",Mid,80.09
S3129,TASSAL GROUP NPV,,Asia Pacific ex Japan,Australia,Consumer Staples,"558,500,000.00",Small,11.89
S3130,TATE & LYLE ORD GBP0.25,,Western Europe,United Kingdom,Consumer Staples,"4,100,000,000.00",Large,64.23
S3131,TAYLOR WIMPEY ORD GBP0.01,,Western Europe,United Kingdom,Consumer Discretionary,"5,700,000,000.00",Large,84.43
S3132,TBS HOLDINGS INC NPV,,Japan,Japan,Communication Services,"3,000,000,000.00",Mid,94.36
S3133,TC ENERGY CORP COM,,Canada,Canada,Energy,"41,100,000,000.00",Large,41.17
S3134,TDK CORP NPV,,Japan,Japan,Information Technology,"14,800,000,000.00",Large,95.04
S3135,TEAMVIEWER AG NPV,,Western Europe,Germany,Information Technology,"10,200,000,000.00",Large,80.31
S3136,TECAN GROUP AG CHF0.10 (REGD),,Western Europe,Switzerland,Health Care,"6,000,000,000.00",Large,25.02
S3137,TECHMATRIX CORP NPV,,Japan,Japan,Information Technology,"1,000,000,000.00",Mid,55.03
S3138,TECHNOGYM S P A NPV,,Western Europe,Italy,Consumer Discretionary,"1,700,000,000.00",Mid,66.07
S3139,TECHNOLOGY ONE NPV,,Asia Pacific ex Japan,Australia,Information Technology,"1,900,000,000.00",Mid,67.22
S3140,TECHNOPRO HLDGS IN NPV,,Japan,Japan,Industrials,"2,400,000,000.00",Mid,19.61
S3141,TECHTRONIC INDUSTR NPV,,Asia Pacific ex Japan,Hong Kong,Industrials,"25,100,000,000.00",Large,103.17
S3142,TECK RESOURCES LTD CL B,,Canada,Canada,Materials,"7,400,000,000.00",Large,28.57
S3143,TECNICAS REUNIDAS ORD EUR0.10,TNISF,Western Europe,Spain,Energy,"638,600,000.00",Small,56.48
S3144,TECO ELEC&MACHINE TWD10,TEMRF,Asia Pacific ex Japan,Taiwan,Industrials,"2,000,000,000.00",Mid,41.73
S3145,TEIJIN LTD NPV,,Japan,Japan,Materials,"3,200,000,000.00",Mid,92.62
S3146,TEIKOKU SEN-I CO NPV,,Japan,Japan,Industrials,"682,300,000.00",Small,86.25
S3147,TEL AVIV STOCK EXC NPV,TVAVF,"Central and Eastern Europe, Middle East and Africa",Israel,Financials,"472,400,000.00",Small,59.66
S3148,TELE COLUMBUS AG NPV,TLQGF,Western Europe,Germany,Communication Services,"357,500,000.00",Small,44.01
S3149,TELE2 AB SER'B'NPV,,Western Europe,Sweden,Communication Services,"9,200,000,000.00",Large,24.72
S3150,TELECOM ITALIA SPA NPV,,Western Europe,Italy,Communication Services,"8,800,000,000.00",Large,12.47
S3151,TELECOM PLUS ORD GBP0.05,TEP:XLON,Western Europe,United Kingdom,Utilities,"1,400,000,000.00",Mid,26.74
S3152,TELEFONICA DEUTSCH NPV,TELDF,Western Europe,Germany,Communication Services,"7,800,000,000.00",Large,66.72
S3153,TELEFONICA SA EUR1,,Western Europe,Spain,Communication Services,"20,100,000,000.00",Large,26.64
S3154,TELEKOM AUSTRIA AG NPV(BR),,Western Europe,Austria,Communication Services,"4,800,000,000.00",Large,16.57
S3155,TELEKOM MALAYSIA NPV,MYTEF,Asia Pacific ex Japan,Malaysia,Communication Services,"3,800,000,000.00",Large,47.38
S3156,TELEKOMUNIKASI IND SER'B'IDR50,,Asia Pacific ex Japan,Indonesia,Communication Services,"18,400,000,000.00",Large,85.02
S3157,TELENET GRP HLDG NPV,,Western Europe,Belgium,Communication Services,"4,600,000,000.00",Large,99.4
S3158,TELENOR ASA ORD NOK6,,Western Europe,Norway,Communication Services,"23,300,000,000.00",Large,76.81
S3159,TELEPERFORMANCE EUR2.50,,Western Europe,France,Industrials,"18,800,000,000.00",Large,23.97
S3160,TELESITES SAB CV COM NPV SER 'B-1',TSSLF,Latin America,Mexico,Communication Services,"3,300,000,000.00",Mid,39.16
S3161,TELEVISION BROADCT NPV,,Asia Pacific ex Japan,Hong Kong,Communication Services,"397,300,000.00",Small,72.65
S3162,TELIA COMPANY AB NPV,,Western Europe,Sweden,Communication Services,"17,700,000,000.00",Large,11.08
S3163,TELKOM SA SOC LTD ZAR10,,"Central and Eastern Europe, Middle East and Africa",South Africa,Communication Services,"839,800,000.00",Small,52.5
S3164,TELSTRA CORP LTD NPV,,Asia Pacific ex Japan,Australia,Communication Services,"23,800,000,000.00",Large,64.95
S3165,TELUS CORPORATION COM,,Canada,Canada,Communication Services,"23,500,000,000.00",Large,14.3
S3166,TEMENOS AG CHF5 (REGD),,Western Europe,Switzerland,Information Technology,"9,900,000,000.00",Large,45.09
S3167,TEMPLE & WEBSTER G NPV,,Asia Pacific ex Japan,Australia,Consumer Discretionary,"1,100,000,000.00",Mid,66.6
S3168,TENAGA NASIONL BHD MYR1,,Asia Pacific ex Japan,Malaysia,Utilities,"14,300,000,000.00",Large,91.14
S3169,TENARIS S.A. USD1,TNRSF,Western Europe,Italy,Energy,"6,200,000,000.00",Large,54.08
S3170,TENMA CORPORATION NPV,,Japan,Japan,Materials,"458,800,000.00",Small,54.81
S3171,TERANGA GOLD CORP CDA COM NEW,TGCDF,Canada,Canada,Materials,"1,900,000,000.00",Mid,61.4
S3172,TERNA SPA ORD EUR0.22,,Western Europe,Italy,Utilities,"14,200,000,000.00",Large,92.84
S3173,TERUMO CORP NPV,,Japan,Japan,Health Care,"29,800,000,000.00",Large,14.32
S3174,TERVEYSTALO OYJ NPV,,Western Europe,Finland,Health Care,"1,600,000,000.00",Mid,47.15
S3175,TESCO ORD GBP0.05,,Western Europe,United Kingdom,Consumer Staples,"28,100,000,000.00",Large,24.16
S3176,TESSENDERLO GROUP NPV,,Western Europe,Belgium,Materials,"1,600,000,000.00",Mid,56.33
S3177,TEXHONG TEXTILE GR HKD0.1,,Asia Pacific ex Japan,Hong Kong,Consumer Discretionary,"648,200,000.00",Small,70.05
S3178,TF1 - TV FRANCAISE EUR0.20,,Western Europe,France,Communication Services,"1,400,000,000.00",Mid,104.93
S3179,TFI INTL INC COM,,Canada,Canada,Industrials,"4,500,000,000.00",Large,8.22
S3180,TGS NOPEC GEOPH.CO NOK0.25,,Western Europe,Norway,Energy,"1,300,000,000.00",Mid,96.7
